SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
ARUNACHAL PRADESH,2004,38,39.1,175.5,210.2,298.7,402.9,654.3,243,278.5,184.8,5.6,15.2,2545.7
ARUNACHAL PRADESH,2005,48.4,167.6,229.5,195.3,179.8,269.3,430.8,400,243.6,139.3,28.6,3.3,2335.5
ARUNACHAL PRADESH,2006,6,103.7,63.3,202.7,321.7,520.4,382.2,227.6,263.2,77.2,69.7,21.7,2259.6
ARUNACHAL PRADESH,2007,13.4,97.4,48.1,292.4,250.4,530.2,761,364.6,529.3,102.6,24.3,6.9,3020.7
ARUNACHAL PRADESH,2008,76.7,39.7,122.6,192.4,185,423.6,456.1,439.3,189.7,115.1,1.7,2.6,2244.4
ARUNACHAL PRADESH,2009,18,92.8,72.1,132.7,189.9,259.1,329.9,370.3,152.5,82.9,33.9,15.9,1749.9
ARUNACHAL PRADESH,2010,0.6,13.2,237.8,466.9,312.7,509.9,378,321.5,444.2,97.7,58.9,14.2,2855.7
ARUNACHAL PRADESH,2011,40,51.3,174.5,240.8,219.6,288.4,531.4,277.6,286.7,51.9,16.2,15.2,2193.7
ARUNACHAL PRADESH,2012,57.8,35.8,134.2,403.4,187.4,645.8,638.9,316,724.9,248.1,22,26.2,3440.3
ARUNACHAL PRADESH,2013,18.5,40.5,115.1,175.1,335.8,290,329.6,230.2,316.1,164.1,13.3,14.6,2042.9
ARUNACHAL PRADESH,2014,19,101.9,80.3,86.7,299,415.8,392.4,599.6,343,35.1,20.1,10.2,2403.2
ARUNACHAL PRADESH,2015,30.8,47.5,97.5,287.1,238.9,637.9,329.3,595.5,374.2,65.2,33.8,29.8,2767.5
ASSAM & MEGHALAYA,1901,27.1,19.5,30.6,223,207,524.9,430.6,464.1,291.4,163.7,115.6,1.2,2498.6
ASSAM & MEGHALAYA,1902,9.3,10.2,105.6,350,262.1,620.7,510.8,536,441.3,97,7.8,1.3,2952.1
ASSAM & MEGHALAYA,1903,19.9,25.4,103.6,140.6,206.6,607.4,362.7,551.9,306.4,159.5,59.3,1.3,2544.7
ASSAM & MEGHALAYA,1904,11.1,56.1,51.9,457.1,375.2,385.7,477.6,438.8,245.9,115.9,46.4,2.5,2664.1
ASSAM & MEGHALAYA,1905,19.9,16.9,137.9,213,275.5,521.7,439.1,649.1,276,200,16.8,24.8,2790.6
ASSAM & MEGHALAYA,1906,9.7,59.2,88.4,263.5,271.3,388.4,541.8,585.9,264.2,165.7,24.9,0.2,2663.4
ASSAM & MEGHALAYA,1907,55.8,37.2,109.7,254.8,213.7,509.8,578.9,304.2,401,37.6,4.8,13.8,2521.1
ASSAM & MEGHALAYA,1908,16.2,25.1,20.7,176.6,332.7,390.8,477.2,339.4,403.4,91.9,3.8,0,2277.8
ASSAM & MEGHALAYA,1909,19,8.9,4.4,195,310.4,639.4,345,445.2,216.4,162.4,24.6,6.3,2377
ASSAM & MEGHALAYA,1910,9.2,32.1,152.8,211.5,274.6,582.5,738.3,418.3,247.8,199.7,16.2,4.3,2887.3
ASSAM & MEGHALAYA,1911,74.2,19,93,234,431.7,534,618.6,417.1,387.8,257.4,26.3,3,3096.2
ASSAM & MEGHALAYA,1912,9,57.8,126.1,301,250.2,482.7,567,453.4,236.8,181.5,68.4,9.5,2743.5
ASSAM & MEGHALAYA,1913,11.9,90.2,118.4,334.2,392.3,458.6,438,354,279.2,227.7,10.4,45.6,2760.5
ASSAM & MEGHALAYA,1914,6.3,79.1,69.9,219.6,317.9,403.9,396.4,472.9,292.3,67.6,10.6,7.4,2343.8
ASSAM & MEGHALAYA,1915,9.3,58.9,74.4,201.9,662.9,509.1,738.2,529.1,258.8,108.2,10,4.4,3165.1
ASSAM & MEGHALAYA,1916,20,28,118.4,227.9,340.6,367.3,475.3,430.7,308.8,244.9,32.8,6.3,2601.1
ASSAM & MEGHALAYA,1917,12.8,91.6,38.7,168.8,206.2,584.7,472.8,346.3,313.7,236.6,46.4,1.4,2519.9
ASSAM & MEGHALAYA,1918,4.6,16.1,125.5,152.2,287.4,659.4,805,604.8,373.2,70.7,6.8,1.1,3106.8
ASSAM & MEGHALAYA,1919,13.1,12.4,22.6,162.1,266.9,485.5,459,249.1,441.6,185.7,42.5,3.6,2344.2
ASSAM & MEGHALAYA,1920,4.8,51,228.1,184.8,282.7,523.8,309.8,521.5,382.6,129.5,3.3,1.8,2623.6
ASSAM & MEGHALAYA,1921,35.1,20.3,134.1,324.6,414.8,604.9,542.2,429.4,333.2,142.1,8.5,10.3,2999.7
ASSAM & MEGHALAYA,1922,16.6,4.9,77.8,168.7,233.1,548.9,418.4,379.4,265.6,129.9,9.3,9.4,2261.9
ASSAM & MEGHALAYA,1923,0.4,59.6,17.1,258.1,397.8,588.6,375.4,267.2,360.9,98.2,11.2,5.9,2440.6
ASSAM & MEGHALAYA,1924,10.6,22.7,20,221.9,299.4,473.9,609,434,346,127,126.9,0.2,2691.4
ASSAM & MEGHALAYA,1925,26.4,21.5,53.8,278.3,602.2,330.8,411.1,400.7,322.3,89.5,13.7,0.2,2550.5
ASSAM & MEGHALAYA,1926,23.4,23.2,156.9,140.8,253.9,559.3,576.5,354.7,189.2,193.7,6.4,33.6,2511.7
ASSAM & MEGHALAYA,1927,33.8,60.5,66,265.2,238.4,573.9,447.7,366.4,549.8,161.2,29.8,0.2,2793.1
ASSAM & MEGHALAYA,1928,8.3,21.1,61,138.9,446.5,420.6,428.1,448.2,343.5,294.8,21.6,1.5,2634.3
ASSAM & MEGHALAYA,1929,83.9,3.8,84.1,321.7,570.2,643.4,385,333.2,292.8,196,17.6,22.1,2953.8
ASSAM & MEGHALAYA,1930,18,41,99.8,199.4,209.8,686.9,287.8,438.5,299.1,149.9,114.4,6.2,2550.7
ASSAM & MEGHALAYA,1931,7.6,29.2,47.6,294.7,374,605.6,654.6,282,330.2,136.7,21.6,16.3,2800.1
ASSAM & MEGHALAYA,1932,14.9,36.7,59.1,163.2,488.6,628.5,454.6,467.3,355.8,108.4,90.9,20.6,2888.7
ASSAM & MEGHALAYA,1933,10.3,29,16.7,214.4,286.7,477.2,427.1,501.7,243.1,122.1,8.1,2.7,2339.1
ASSAM & MEGHALAYA,1934,18.5,68.2,27.1,301.2,444.6,754.5,553.2,361.8,246.8,232.8,59.8,6.3,3074.9
ASSAM & MEGHALAYA,1935,3.4,53.2,66.5,122.1,381.5,696.9,395.2,573.9,335,28.1,19.8,2.9,2678.4
ASSAM & MEGHALAYA,1936,13.6,58.7,75.7,217.8,422.8,456.1,559.9,356.4,283.5,179.6,24,23.2,2671.3
ASSAM & MEGHALAYA,1937,2.2,51.1,19.3,97.4,406.6,422.5,409.2,480.5,278.1,139.3,13.5,4.9,2324.6
ASSAM & MEGHALAYA,1938,27.2,16.2,138,202,247.3,581,510.6,435.2,431.4,141.8,55.2,0.6,2786.5
ASSAM & MEGHALAYA,1939,1.5,33.6,11.2,178.3,349.6,533.7,484.9,224.9,389,190.1,2.8,1.9,2401.6
ASSAM & MEGHALAYA,1940,1.5,57.9,180.8,72.6,391.9,500.5,435.4,330.8,353.7,98.1,19,9.5,2451.6
ASSAM & MEGHALAYA,1941,4.5,32.7,53.8,245.1,522.4,541.7,409.4,361.8,368.1,143.3,16.7,9.9,2709.5
ASSAM & MEGHALAYA,1942,7.4,25.3,130.9,233.5,469.1,618.8,332.9,328.8,462.9,40,27.5,0,2677
ASSAM & MEGHALAYA,1943,54.4,34.1,170.6,247.7,406.6,513.3,391.9,417.9,365,86.7,9.4,6.2,2703.7
ASSAM & MEGHALAYA,1944,39.2,21.3,62.9,139,518,490.6,386.9,304.1,455.6,89.7,7.2,9.9,2524.3
ASSAM & MEGHALAYA,1945,37,39.7,67.5,139.5,396.5,500.5,507.7,493.5,283.2,196.6,1.1,2.9,2665.7
ASSAM & MEGHALAYA,1946,0.4,19.4,102.6,178.5,328,582.6,547,297.9,266.8,346.3,8.6,1.4,2679.5
ASSAM & MEGHALAYA,1947,3.9,9,83.9,243.4,380.2,486.4,570.8,285,362.3,202.2,3,13.1,2643.3
ASSAM & MEGHALAYA,1948,10.1,42.4,59.5,260.4,681.2,599.4,534.8,448.3,314.4,176.6,50.6,7.8,3185.4
ASSAM & MEGHALAYA,1949,22.9,23.1,76,371,335.9,683.4,444.1,461.9,392.6,148.3,13,11.1,2983.4
ASSAM & MEGHALAYA,1950,21.2,51.2,93.5,112.9,282.1,562,389.5,490.9,200.7,134.6,49.9,3.9,2392.4
ASSAM & MEGHALAYA,1951,4.9,3.3,53.5,242.9,250.4,588.8,550.5,387.4,209.7,270.5,46.2,5.8,2613.8
ASSAM & MEGHALAYA,1952,4.4,10.4,107.5,155.9,465.6,399.9,573.9,467.6,343.7,277.1,43.2,2.1,2851.3
ASSAM & MEGHALAYA,1953,18,13.3,227.3,157.4,377.7,405.5,461.9,284.5,451.5,144,5.8,13.1,2559.9
ASSAM & MEGHALAYA,1954,22,45.7,40.6,266,490.3,594.3,572.2,427.3,218.8,155.5,2,24.5,2859.1
ASSAM & MEGHALAYA,1955,9.2,9.5,143.5,210.2,328.8,546.5,567,415.8,283.3,149.3,89.6,8.5,2761.2
ASSAM & MEGHALAYA,1956,29.8,3.2,121.7,204.8,533.5,712.4,440.3,382.1,171.9,149.3,44.3,9.6,2802.9
ASSAM & MEGHALAYA,1957,66.9,33.5,20.1,136,449.2,446,407.2,366.6,208.7,99.9,12.2,10.7,2257.2
ASSAM & MEGHALAYA,1958,18.8,44.2,10.3,192.4,545.2,393.2,361.1,546.9,278.7,212.4,4.6,18.7,2626.4
ASSAM & MEGHALAYA,1959,30.8,45.6,109.9,144.1,470.6,517.6,364.2,255.9,286.8,301.7,8.3,0.2,2535.8
ASSAM & MEGHALAYA,1960,0.1,11.1,38.7,45.9,315.2,454.8,553.7,349.2,479.4,60.9,29.3,3.9,2342.2
ASSAM & MEGHALAYA,1961,11.5,19.7,253.8,123,355.8,335.4,352.9,347.4,226.1,128.1,34.8,6.9,2195.3
ASSAM & MEGHALAYA,1962,24.9,27.6,17.3,134.7,369,601.4,338.8,509.8,137.4,118.2,11.1,5.8,2295.9
ASSAM & MEGHALAYA,1963,3.3,7.9,51.1,183.3,288.4,596,557.3,432,211.7,144.1,29.4,7.2,2511.8
ASSAM & MEGHALAYA,1964,9.6,22.6,80.7,268.3,297.4,557.9,600.3,340.4,326.3,205.1,8.3,12.8,2729.6
ASSAM & MEGHALAYA,1965,5.1,73.6,52.5,158.2,327.1,501,399.6,422.1,304,82.4,60.8,12.5,2398.9
ASSAM & MEGHALAYA,1966,20,23.6,36.1,164.3,323.7,780.5,507.1,518.2,248.1,124.5,31.8,11.4,2789.3
ASSAM & MEGHALAYA,1967,11.4,37.3,105.9,112,287.5,395.7,497.7,258.9,300.6,97.6,14.5,4.2,2123.4
ASSAM & MEGHALAYA,1968,22.9,19.8,78.2,170.8,432.3,595,494.1,346,231.7,113.8,23.9,2.3,2530.8
ASSAM & MEGHALAYA,1969,27.4,1.8,99.7,178.7,254.1,567.2,461.1,446.7,185.4,80.9,27.5,1.8,2332.2
ASSAM & MEGHALAYA,1970,47,35.8,89.7,204.8,493.4,658.3,475.3,389.2,390.7,246.4,17.8,0.1,3048.4
ASSAM & MEGHALAYA,1971,36.9,18.4,37.6,142.9,236.3,437.1,407.9,474.8,231.6,199.5,80,12.1,2315.1
ASSAM & MEGHALAYA,1972,18,39.6,99.3,260.3,339.3,576.2,441,271,227.1,99.1,2.9,5.3,2379.1
ASSAM & MEGHALAYA,1973,9.8,82.8,28.9,252.1,324.5,634.4,364.6,395,348.6,128.7,67.4,35.3,2672.1
ASSAM & MEGHALAYA,1974,31.6,11.4,78.7,255.8,369.4,627,789.3,510.9,429.1,271,27.1,2.3,3403.5
ASSAM & MEGHALAYA,1975,10,22.3,18.8,227.9,321.2,337.6,522.4,314.8,299.1,172.7,18,5.8,2270.6
ASSAM & MEGHALAYA,1976,5.7,36.3,92.6,139.4,179.5,509.7,390.5,358.5,149.1,67.3,24.3,3.1,1956
ASSAM & MEGHALAYA,1977,9.1,16.2,74.4,375.1,391.6,405,461.3,461.9,176.9,175.7,47.7,21.8,2616.6
ASSAM & MEGHALAYA,1978,5,8.2,44.3,100.9,253.7,506.6,444,255.8,271.8,65,55.9,0.6,2011.9
ASSAM & MEGHALAYA,1979,3.3,8.7,38.2,93.8,225.6,307.8,640.1,252.4,342.3,216.6,23.4,36.2,2188.5
ASSAM & MEGHALAYA,1980,13.1,36.3,96.9,173.2,289.4,389.5,460,417.8,269.8,141.6,1,0.6,2289.2
ASSAM & MEGHALAYA,1981,29.6,30.7,91,152.1,251.5,273.1,543.5,340.7,274.5,47.5,9,36.1,2079.3
ASSAM & MEGHALAYA,1982,1.8,31.1,50.6,254.3,215.5,517.2,539.9,377.2,286.4,62,29.9,16.4,2382.2
ASSAM & MEGHALAYA,1983,16.4,37.8,90,165.9,278.2,362,582.9,450.2,449.1,156.7,7,24,2620
ASSAM & MEGHALAYA,1984,22.4,7.2,28.6,202.8,416,478.5,995.2,360.7,458,159.6,5.7,22.2,3157
ASSAM & MEGHALAYA,1985,8.7,32.3,152.6,268.1,335,496,714.6,349.4,335.1,74.4,15.8,19.7,2801.6
ASSAM & MEGHALAYA,1986,16.4,11.7,28,282.8,159.7,404.2,465,416.4,441.1,300.5,59.5,7.4,2592.8
ASSAM & MEGHALAYA,1987,8.8,27.8,110.4,197.6,199,525.8,766.5,433,445.4,157.8,37.6,11.9,2921.4
ASSAM & MEGHALAYA,1988,7.3,46.1,82.3,157.9,568.6,403.8,644.2,773.4,329.6,168.3,74.3,5.9,3261.7
ASSAM & MEGHALAYA,1989,10.5,51.6,30.4,183.4,260.1,488.8,747,267.9,425.8,194.1,16.2,6.5,2682.1
ASSAM & MEGHALAYA,1990,19.2,46.9,96.7,333.7,304.1,513.8,446.4,348.8,441.1,208.3,7,5.2,2771.2
ASSAM & MEGHALAYA,1991,13.7,30.2,62.1,175.7,495.8,517.8,440.5,388.2,437.3,226.2,9.4,41.1,2838
ASSAM & MEGHALAYA,1992,14.7,46.3,62,114.5,292.3,450.9,491.4,339.3,296.9,125,14.3,12.1,2259.8
ASSAM & MEGHALAYA,1993,73.3,96.9,86.1,138.5,374,619.5,576.9,477.5,296,130.3,8.2,2,2879.2
ASSAM & MEGHALAYA,1994,26.6,42.5,157.2,161.3,282,477.6,308.6,308.7,178.5,147,15.9,15.4,2121.3
ASSAM & MEGHALAYA,1995,8.7,39.7,42,145.7,299.1,663.3,558.4,543.3,404,80.7,94,7.1,2886.1
ASSAM & MEGHALAYA,1996,12.8,23.2,101.6,99.2,415.6,397.7,499.6,421.8,224.4,267.2,3.5,0.2,2466.9
ASSAM & MEGHALAYA,1997,18.2,40.7,91.8,131.9,241.8,569.9,511.2,315.5,366.8,36.4,12.6,35.4,2372.2
ASSAM & MEGHALAYA,1998,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1
ASSAM & MEGHALAYA,1999,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.2
ASSAM & MEGHALAYA,2000,20.5,13.7,65.9,238.5,375.1,540.2,313.3,513.2,299.9,83.9,22.2,0.4,2487
ASSAM & MEGHALAYA,2001,5.5,39.7,30.9,198.6,266.4,399.8,451.1,295.6,266.8,201.4,20.5,2.3,2178.4
ASSAM & MEGHALAYA,2002,20.2,5.7,83.3,279.9,286.9,502.5,565.1,312.5,209.7,49.5,69.4,7.9,2392.7
ASSAM & MEGHALAYA,2003,9.5,41.5,96.9,213.8,235.8,551.4,481.2,290.7,250,231.8,13,18.6,2434.1
ASSAM & MEGHALAYA,2004,15.3,19.5,72.8,340.8,342.2,397.9,848.4,286.2,317.2,340.8,6.5,6.6,2994.3
ASSAM & MEGHALAYA,2005,22.8,30.5,172.2,207.5,281.2,373.9,474.5,501.9,174.9,218.6,8.9,1.3,2468.3
ASSAM & MEGHALAYA,2006,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.6
ASSAM & MEGHALAYA,2007,1.5,73.7,23.5,242.7,219.8,489.7,682.7,308,494.7,164.7,47.7,4,2752.8
ASSAM & MEGHALAYA,2008,29.7,14.5,107.5,156.2,210.6,414.6,493.2,508.6,267.5,133.4,2.2,1.6,2339.7
ASSAM & MEGHALAYA,2009,7.9,11.6,44.9,134.9,246.5,321.1,426.3,533.8,192.3,135.9,9,4,2068.2
ASSAM & MEGHALAYA,2010,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.5
ASSAM & MEGHALAYA,2011,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.4
ASSAM & MEGHALAYA,2012,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4
ASSAM & MEGHALAYA,2013,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.4
ASSAM & MEGHALAYA,2014,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.1
ASSAM & MEGHALAYA,2015,13.4,15.5,37.5,250.9,332.5,558.5,300.1,590.9,279.9,62.6,14,15.2,2470.9
NAGA MANI MIZO TRIPURA,1901,11.7,18.1,29.4,206.2,124,443.3,331.4,466,304.1,166.7,67.4,0,2168.4
NAGA MANI MIZO TRIPURA,1902,4.8,0.5,36.3,297.8,215.5,480.1,392.4,312.8,318.7,102.4,8.9,4.7,2175
NAGA MANI MIZO TRIPURA,1903,6.5,40.5,139.8,45.5,159.9,458.6,300.2,470.6,366.1,166.4,76.7,0.1,2230.7
NAGA MANI MIZO TRIPURA,1904,2.3,46.9,47.5,290.3,230.5,455.3,423.5,423.6,375.8,128.9,90,5,2519.8
NAGA MANI MIZO TRIPURA,1905,9.1,35.3,306.5,161.7,193.6,339.7,450.1,429.9,320.1,246.4,8,27.1,2527.6
NAGA MANI MIZO TRIPURA,1906,7,71.5,72.5,99,302.7,417.4,475.2,439.2,439.1,142.8,44.9,3.2,2514.4
NAGA MANI MIZO TRIPURA,1907,39.1,30.4,92.8,189.1,156,414.1,400.9,291.4,336.1,114.6,3.9,53.4,2121.7
NAGA MANI MIZO TRIPURA,1908,26.4,15,4.3,141.1,252.1,360,531.5,371.9,317.8,192.6,106.5,0,2319.3
NAGA MANI MIZO TRIPURA,1909,6,4.7,3.1,201.8,235.1,415.3,348.9,540,245.8,167.7,71.4,69,2308.7
NAGA MANI MIZO TRIPURA,1910,26,10.9,30.7,138.4,228,444.8,405,439.8,336.2,196,12.3,0,2267.9
NAGA MANI MIZO TRIPURA,1911,47.3,11.9,102.2,141.3,331.3,444.9,471.5,397.9,287.8,226,17.4,0.3,2479.8
NAGA MANI MIZO TRIPURA,1912,1,36.7,127.8,305.9,222.5,344.7,392.6,394.8,262.8,179.1,34.9,6.1,2308.8
NAGA MANI MIZO TRIPURA,1913,4.3,63.4,109.9,138.1,264.1,559.1,509.2,426.7,222.1,202.9,83.6,29.7,2613.2
NAGA MANI MIZO TRIPURA,1914,5,93.3,129.7,255.9,276.5,342.6,437.4,501.5,262,106,13.8,105.4,2529.2
NAGA MANI MIZO TRIPURA,1915,13.9,35.5,89.4,198.9,448.9,465.2,478,510.5,310.4,231.1,37.7,0.4,2819.9
NAGA MANI MIZO TRIPURA,1916,13.2,17.5,37.3,212.5,131.8,363.8,491.4,419.3,388.5,417.5,55,7.1,2555
NAGA MANI MIZO TRIPURA,1917,1.3,81.8,25.6,289.1,121.7,356.6,387.3,375.8,371.7,147.9,63.3,0.1,2222.2
NAGA MANI MIZO TRIPURA,1918,3.8,6.1,138.6,224.8,361.9,573.8,638.5,569.3,363.9,75.7,52.3,4.5,3013.3
NAGA MANI MIZO TRIPURA,1919,17.5,18.1,17.3,151.1,132.7,358.4,403.5,372.9,375,111.1,84.8,5.7,2047.9
NAGA MANI MIZO TRIPURA,1920,5.1,56.8,272.7,143.7,167.9,363.3,443.6,449.6,326.2,137,7.1,2.7,2375.8
NAGA MANI MIZO TRIPURA,1921,46.9,24.1,179.2,178.2,271.3,443.8,387.8,382.4,430.7,286.7,4.7,2.4,2638.2
NAGA MANI MIZO TRIPURA,1922,8.5,4.5,17.3,119.3,182.1,569.1,479.6,536.6,330.9,170.8,38.2,5.8,2462.6
NAGA MANI MIZO TRIPURA,1923,0,64.9,13.5,216.2,296.1,506.2,411.9,488.5,374.9,210.9,93.7,8.7,2685.5
NAGA MANI MIZO TRIPURA,1924,3.7,45.2,14.1,170.9,295.1,478.6,462.7,482.2,356.2,179.2,213.7,0.1,2701.7
NAGA MANI MIZO TRIPURA,1925,43,36.4,35,195.6,385.5,362.4,461.4,440.3,280.1,170.7,37,0,2447.5
NAGA MANI MIZO TRIPURA,1926,24,70.1,155.5,177.1,229.7,361.1,477.6,441.7,287.3,155.6,36.4,47.1,2463.2
NAGA MANI MIZO TRIPURA,1927,41.4,103.5,56.3,360.4,245.2,363.8,498.4,456.6,533.9,178.4,48.6,0.8,2887.5
NAGA MANI MIZO TRIPURA,1928,4.3,28.5,52.3,65.3,309,463.2,397.7,468.3,392.8,272.5,18.4,0.1,2472.4
NAGA MANI MIZO TRIPURA,1929,38.3,7.7,48,242.7,433,859.1,385,371.4,314.8,121.7,11.3,26.4,2859.4
NAGA MANI MIZO TRIPURA,1930,22.6,53.6,107.5,161,223.1,506.6,438.2,385.6,256.7,100.8,230.7,1,2487.4
NAGA MANI MIZO TRIPURA,1931,2.7,53,59.6,109.9,360.6,388.8,520,300.4,364.1,209.9,69.2,23,2461.1
NAGA MANI MIZO TRIPURA,1932,6.1,69.7,99.1,162.2,323.6,600.7,491.2,402.4,376.2,80.4,145.9,4.3,2761.7
NAGA MANI MIZO TRIPURA,1933,2.5,19.7,34.3,167,298.4,463.4,476.3,603.5,259.6,113.4,9.6,4.1,2451.8
NAGA MANI MIZO TRIPURA,1934,16,135.1,57.1,191.1,313.2,567.2,618.6,368.3,336.4,227.7,197.3,12.8,3040.8
NAGA MANI MIZO TRIPURA,1935,0.6,48.3,43.7,173.3,171.2,547.1,506.4,553.5,339.1,124.8,33.1,2.2,2543.3
NAGA MANI MIZO TRIPURA,1936,19.3,73.1,104.6,227.5,489.5,418.3,529.7,507.6,309.4,202.6,22.6,13,2917.1
NAGA MANI MIZO TRIPURA,1937,0.1,60,37.3,85.4,337.1,528.9,490.1,614.8,291,207.1,17.9,72,2741.6
NAGA MANI MIZO TRIPURA,1938,29.2,29.2,133.8,153.6,429,494.6,413.6,491.4,441.7,243.9,111.7,0,2971.6
NAGA MANI MIZO TRIPURA,1939,2.6,59.3,34.5,203.7,274.4,449.6,638.8,333.9,380.8,198.8,30,2,2608.3
NAGA MANI MIZO TRIPURA,1940,0.3,74.6,230.9,35.5,325.6,496.2,458.2,345.7,373.3,131.6,31.4,23.6,2526.7
NAGA MANI MIZO TRIPURA,1941,14.1,63.1,34.1,256.6,563.1,689.4,489.5,372.6,288.2,143.3,44.2,7.9,2966.2
NAGA MANI MIZO TRIPURA,1942,6,15.7,78.7,250.4,305.3,528.7,403.3,461.8,420.8,65.4,143.2,1.5,2680.9
NAGA MANI MIZO TRIPURA,1943,68.4,28.8,131.3,143.7,210.3,496.1,422.5,485.2,354.9,84,2.2,0.6,2427.9
NAGA MANI MIZO TRIPURA,1944,91.4,20.2,69.7,128.6,321.8,670.5,527.9,440.7,490.8,110.5,4.4,0.7,2877.3
NAGA MANI MIZO TRIPURA,1945,68.7,60.9,67.7,170.4,354.2,595.3,573.9,509.7,378.8,205.6,13.3,53.3,3051.9
NAGA MANI MIZO TRIPURA,1946,0,19.1,189.3,237.5,352.4,517.5,647.7,397.9,305.1,311.4,7.7,50.5,3036.2
NAGA MANI MIZO TRIPURA,1947,3,4.3,44.3,176,374.4,723.9,640.5,491.1,415.6,306,1.7,29.7,3210.2
NAGA MANI MIZO TRIPURA,1948,5.5,65.1,54.3,206.5,468.4,410.3,500.1,472.5,424.2,140,71.4,3.7,2822.1
NAGA MANI MIZO TRIPURA,1949,8.1,12.6,67.4,370.2,419.6,562.8,507.7,416.9,427.5,177.3,4.2,2,2976.3
NAGA MANI MIZO TRIPURA,1950,12.3,59.7,79.1,87.8,207.4,407.4,449.4,535.3,255.4,237.5,82.9,8.7,2423
NAGA MANI MIZO TRIPURA,1951,3.9,0.2,62.4,360.1,233.7,495,436.2,440.5,191.1,310.6,54.9,20.8,2609.3
NAGA MANI MIZO TRIPURA,1952,9.6,6.5,97.1,208.2,345.9,442.6,556.8,422.8,320.5,323.6,76.2,1.1,2810.9
NAGA MANI MIZO TRIPURA,1953,7.4,16.5,98.4,90,453.5,570.9,387,424.3,443.8,136.2,25,8.7,2661.6
NAGA MANI MIZO TRIPURA,1954,12.8,52.4,37.7,165.3,300.2,619.8,491.4,558.3,361.7,294.2,2.4,8.8,2905.1
NAGA MANI MIZO TRIPURA,1955,6.2,5.7,161.3,213.6,280.6,461.4,559.2,514.7,253.8,183.5,220.2,5.1,2865
NAGA MANI MIZO TRIPURA,1956,18.3,1.3,102.2,115.5,474,758.9,529.8,469.6,257.5,187.1,101.1,7.4,3022.7
NAGA MANI MIZO TRIPURA,1957,59.1,60.6,10.2,104.8,300.1,409.1,425.7,429.1,354.4,148.3,0.8,1.7,2303.9
NAGA MANI MIZO TRIPURA,1958,6.2,87.2,18.3,93.7,400.6,256.4,308.3,254.8,299.5,238.5,2.3,2.7,1968.6
NAGA MANI MIZO TRIPURA,1959,39.9,77.7,148,74,260,378.5,396.3,357.3,239.1,352.8,0.1,3.9,2327.6
NAGA MANI MIZO TRIPURA,1960,0,6.1,24.9,34.2,193.8,406.4,374.9,286.6,255.6,165.9,51.3,0.3,1799.9
NAGA MANI MIZO TRIPURA,1961,9.5,37.5,193.3,76.9,212.1,332.5,316.5,342.8,258.8,96.1,24.4,0.8,1901.2
NAGA MANI MIZO TRIPURA,1962,11.2,26.6,5.4,139.8,156.6,554.6,298.8,356.6,142.5,130.4,0,0,1822.5
NAGA MANI MIZO TRIPURA,1963,0,4.6,50.7,179.3,278.5,687.9,510.3,383,494.6,373.4,6.5,1.2,2970
NAGA MANI MIZO TRIPURA,1964,4,37.1,67.9,280.6,303.2,357.8,484.4,242,213.3,284.7,46.3,7.5,2328.7
NAGA MANI MIZO TRIPURA,1965,1.9,61.5,35.9,59.4,169.5,520.5,373.4,323,262.2,164.1,22.6,37,2031
NAGA MANI MIZO TRIPURA,1966,15,2.7,39.8,85.3,190.3,666.8,399.3,405,361.5,207,40.9,65.1,2478.6
NAGA MANI MIZO TRIPURA,1967,51.5,33.6,129.5,195.8,247.8,311.7,388,334,341.3,184.8,10.9,1.1,2229.9
NAGA MANI MIZO TRIPURA,1968,17.3,20.9,80.9,142.2,253.8,396.1,531.9,391,178.3,68.9,28.7,0,2110
NAGA MANI MIZO TRIPURA,1969,20.1,2.4,124.6,189.8,73.5,606.6,868.3,1347.2,228.1,126.3,23.2,0,3610
NAGA MANI MIZO TRIPURA,1970,45.8,306.3,103.6,160.1,315.9,541.7,976.7,836.7,486.2,425.6,116.7,1,4316.2
NAGA MANI MIZO TRIPURA,1971,28.4,67.6,12.4,312.6,248,543.2,624,553.1,421.2,171.3,94.6,4.5,3080.7
NAGA MANI MIZO TRIPURA,1972,4.5,46.3,32.8,145,169.1,235.6,262.7,270.8,129.6,45,12.5,0,1353.8
NAGA MANI MIZO TRIPURA,1973,16.8,46,29.3,135.3,329,367.2,260,323.9,232.7,159.7,162.6,43.6,2105.8
